area_type,availability,location,size,hall_present,bath,balcony,total_sqft,price
Built-up  Area,Ready To Move,Uttarahalli,3,1,2,1,1250,55
Super built-up  Area,Ready To Move,Kanakapura,3,1,3,3,1290,45.15
Super built-up  Area,Ready To Move,Ambedkar Nagar,2,1,2,2,1424,90
Super built-up  Area,Ready To Move,Garudachar Palya,3,1,2,2,1320,60.6
Built-up  Area,Ready To Move,Akshaya Nagar,3,1,3,2,1662,85.5
Super built-up  Area,Ready To Move,Shanthala Nagar,5,1,5,3,8321,2700
Super built-up  Area,Ready To Move,Begur Road,2,1,2,2,1200,45
Built-up  Area,Ready To Move,Koramangala,3,1,3,2,1975,210
Super built-up  Area,Ready To Move,Garudachar Palya,3,1,2,2,1295,59.5
Super built-up  Area,Ready To Move,Battarahalli,3,1,3,2,1777,100
Super built-up  Area,18-Apr,Kadugodi,3,1,3,2,1900,108
Super built-up  Area,17-Jul,Anandapura,3,1,3,2,1576,59.1
Super built-up  Area,Ready To Move,Sompura,2,1,2,3,1020,41
Super built-up  Area,Ready To Move,Green Domain Layout,3,1,3,3,2100,170
Super built-up  Area,18-Aug,Raja Rajeshwari Nagar,1,1,1,1,648,31.75
Super built-up  Area,Ready To Move,Neeladri Nagar,3,1,2,1,1167,38
Plot  Area,Ready To Move,Vyalikaval,7,1,7,3,1000,160
Super built-up  Area,Ready To Move,Hoodi,2,1,2,2,1220,50.89
Super built-up  Area,Ready To Move,Kogilu,3,1,5,1,2350,327
Super built-up  Area,Ready To Move,Vittasandra,2,1,2,1,1259,67.4
Built-up  Area,Ready To Move,Gottigere,4,1,4,2,2000,82
Super built-up  Area,Ready To Move,8th Phase JP Nagar,3,1,3,1,1800,80
Built-up  Area,Ready To Move,Cleveland Town,3,1,3,2,1991,160
Super built-up  Area,Ready To Move,Bannerghatta,3,1,3,3,1665,110
Built-up  Area,20-Dec,"Hoodi Circle, ",2,1,2,1,1234,61
Super built-up  Area,Ready To Move,Mysore Road,3,1,2,2,1340,64.31
Super built-up  Area,Ready To Move,Banashankari,2,1,2,2,1170,46.79
Built-up  Area,Ready To Move,Electronics City Phase 1,2,1,2,0,995,46
Super built-up  Area,Ready To Move,Old Airport Road,2,1,2,2,1075,60
Super built-up  Area,18-Apr,Electronic City,2,1,2,1,1025,54.5
Super built-up  Area,Ready To Move,Rachenahalli,3,1,3,2,2721,113
Super built-up  Area,Ready To Move,Thanisandra,3,1,3,2,2000,99
Super built-up  Area,Ready To Move,Whitefield,4,1,4,3,2500,155
Super built-up  Area,Ready To Move,Mallasandra,2,1,2,2,1325,70
Super built-up  Area,18-Apr,Kadugodi,2,1,2,3,1314,68.2
Super built-up  Area,21-Feb,Kanakpura Road,3,1,3,2,2265,136
Built-up  Area,Ready To Move,7th Phase JP Nagar,7,1,7,0,4800,170
Super built-up  Area,21-Dec,Yelahanka,2,1,2,1,1026,41
Built-up  Area,Ready To Move,Syndicate Bank Colony,3,1,3,2,1200,66
Built-up  Area,Ready To Move,Kada Agrahara,3,1,4,2,2220,65
Super built-up  Area,18-Sep,KR Puram,2,1,2,0,1192.5,51.22
Super built-up  Area,18-Dec,Hebbal,2,1,2,1,1420,99.39
Super built-up  Area,Ready To Move,Sarjapur  Road,3,1,4,1,1888,95
Super built-up  Area,18-May,JP Nagar,2,1,2,1,1300,90.87
Super built-up  Area,18-May,Rajaji Nagar,2,1,2,0,1216,97.16
Plot  Area,19-Dec,"Off Sarjapur road, ",4,1,4,3,3000,342
Built-up  Area,Ready To Move,Begur,3,1,3,2,1559,63
Super built-up  Area,Ready To Move,Harlur,2,1,2,1,1290,87
Plot  Area,Ready To Move,M C Layout,6,1,6,2,2400,245
Built-up  Area,18-Jun,Whitefield,1,1,1,1,905,55
Built-up  Area,Ready To Move,Nanjappa Layout,2,1,2,2,1069,55
Super built-up  Area,19-Aug,Sarjapura - Attibele Road,2,1,2,1,829,22.8
Built-up  Area,Ready To Move,Koramangala,2,1,2,1,1900,200
Built-up  Area,Ready To Move,Dodda Banaswadi,5,1,5,1,32722.29,140
Built-up  Area,Ready To Move,Sarjapur  Road,3,1,3,2,1300,60
Super built-up  Area,Ready To Move,Channasandra,2,1,2,1,1115,33.45
Super built-up  Area,Ready To Move,Rajaji Nagar,3,1,3,2,2409,360
Super built-up  Area,Ready To Move,Ambedkar Nagar,3,1,4,2,2150,125
Super built-up  Area,19-Mar,Marathahalli,3,1,2,1,1305,69
Super built-up  Area,20-Dec,Kanakpura Road,2,1,2,1,1252,56.32
Plot  Area,Ready To Move,Hosakerehalli,5,1,5,2,2400,250
Plot  Area,18-Sep,Whitefield,2,1,2,1,1200,46.13
Built-up  Area,Ready To Move,Koramangala,3,1,3,1,1750,130
Super built-up  Area,Ready To Move,Electronic City Phase II,2,1,1,1,545,35
Plot  Area,Ready To Move,BEL Layout,2,1,2,1,1375,105
Super built-up  Area,Ready To Move,Subramanyapura,2,1,2,2,1313,66.5
Plot  Area,Ready To Move,Attibele,4,1,4,1,3640,275
Super built-up  Area,20-Dec,Akshayanagara East,3,1,3,2,1693,108
Super built-up  Area,Ready To Move,JCR Layout,2,1,2,1,1160,41.75
Plot  Area,Ready To Move,Sri Kanteshwara Nagar,3,1,3,0,1200,200
Super built-up  Area,Ready To Move,Subramanyapura,3,1,2,2,1255,79
Plot  Area,Ready To Move,KR Puram,4,1,4,1,1000,75
Built-up  Area,Ready To Move,Bellari Road,2,1,2,1,900,45
Super built-up  Area,Ready To Move,Yelahanka New Town,3,1,3,2,1700,90
Carpet  Area,Ready To Move,Indira Nagar,3,1,3,1,1875,180
Carpet  Area,Ready To Move,Uttarahalli,3,1,3,2,1700,88
Super built-up  Area,Ready To Move,Harlur,3,1,3,2,1749,115
Plot  Area,Ready To Move,Dasanapura,2,1,3,1,1500,65
Super built-up  Area,Ready To Move,Varanasi,2,1,2,1,1175,48
Built-up  Area,Ready To Move,Akshaya Nagar,2,1,2,1,1280,60
Built-up  Area,Ready To Move,Abbaiah Reddy Layout,2,1,2,2,1200,50
Super built-up  Area,Ready To Move,Ramagondanahalli,3,1,2,2,1610,115
Super built-up  Area,Ready To Move,Electronic City,2,1,2,1,1070,46
Plot  Area,Ready To Move,TC Palaya,2,1,2,0,1200,66
Super built-up  Area,19-Dec,9th Phase JP Nagar,2,1,2,1,1127,50
Built-up  Area,Ready To Move,Indira Nagar,2,1,2,1,1210,102
Built-up  Area,Ready To Move,Jyothi Nagar,2,1,2,1,600,23
Super built-up  Area,Ready To Move,Thigalarapalya,4,1,4,3,4190,380
Super built-up  Area,Ready To Move,Tata Nagar,2,1,2,2,1364,70
Super built-up  Area,Ready To Move,Whitefield,4,1,3,0,2268,146
Super built-up  Area,Ready To Move,RK Layout 2nd Stage,3,1,2,2,1150,77.5
Super built-up  Area,Ready To Move,Tirumanahalli,2,1,2,1,1146,39.5
Built-up  Area,Ready To Move,Magadi Road,2,1,2,2,1345,55
Super built-up  Area,Ready To Move,Mylasandra,2,1,2,2,1110,41
Built-up  Area,Ready To Move,Kengeri,2,1,2,1,750,36
Built-up  Area,Ready To Move,Motappa Layout,2,1,2,2,1156,49.5
Super built-up  Area,Ready To Move,Pattandur Agrahara,2,1,2,1,1247,59.8
Super built-up  Area,Ready To Move,Mangammanapalya,2,1,2,2,1058,60
Super built-up  Area,Ready To Move,Kaggalipura,2,1,2,1,950,48
Super built-up  Area,Ready To Move,Vasanthapura,2,1,2,0,420,35
Plot  Area,Ready To Move,BTM 1st Stage,4,1,2,2,600,90
Super built-up  Area,21-Jun,Vijayanagar,3,1,2,1,1520,103
Super built-up  Area,Ready To Move,Marathahalli,2,1,2,2,1215,58.86
Built-up  Area,Ready To Move,Raghuvanahalli,1,1,1,1,900,30
Super built-up  Area,Ready To Move,Hennur Road,3,1,3,2,2350,174
Super built-up  Area,Ready To Move,Thanisandra,2,1,2,2,1050,46
Super built-up  Area,Ready To Move, Devarabeesana Halli,3,1,3,2,1672,150
Plot  Area,Ready To Move,Laggere,5,1,5,2,2800,125
Super built-up  Area,Ready To Move,MCECHS  layout,3,1,2,2,1500,65
Super built-up  Area,Ready To Move,Geddalahalli,2,1,2,2,1400,65
Plot  Area,18-May,Whitefield,4,1,4,2,4500,378
Built-up  Area,Ready To Move,8th Phase JP Nagar,4,1,4,2,2700,130
Super built-up  Area,18-May,Bommasandra,2,1,2,1,920,37.46
Plot  Area,18-Feb,Sarjapur  Road,3,1,3,2,1200,70
Built-up  Area,Ready To Move,Brindavan Nagar,3,1,3,2,1250,139
Super built-up  Area,18-Mar,Hosakerehalli,3,1,4,2,1817,153
Plot  Area,Ready To Move,Cooke Town,5,1,6,2,2043,375
Super built-up  Area,Ready To Move,HSR Layout,2,1,2,2,1140,46
Built-up  Area,Ready To Move,Yelahanka,4,1,4,1,4346,450
Super built-up  Area,Ready To Move,Haralur Road,2,1,2,2,1464,56
Super built-up  Area,Ready To Move,Ambedkar Colony,2,1,3,2,1468,130
Super built-up  Area,Ready To Move,Electronics City Phase 1,3,1,2,1,1555,82
Plot  Area,Ready To Move,Munnekollal,6,1,4,2,1200,110
Built-up  Area,Ready To Move,Whitefield,2,1,2,0,1150,55
Super built-up  Area,19-Oct,Kadubeesanahalli,2,1,2,1,970,35
Super built-up  Area,18-May,Banashankari,4,1,4,3,2500,95
Super built-up  Area,Ready To Move,Seetharampalya,2,1,2,1,1166,53
Plot  Area,Ready To Move,Konanakunte,3,1,3,1,2779,317
Super built-up  Area,Ready To Move,Electronic City,3,1,3,2,1350,58
Built-up  Area,Ready To Move,Mariyannapalya,2,1,2,3,900,46
Super built-up  Area,Ready To Move,7th Phase JP Nagar,3,1,2,2,1300,52
Built-up  Area,Ready To Move,Kanaka Nagar,3,1,3,1,1190,55
Super built-up  Area,Ready To Move,Kodichikkanahalli,3,1,2,2,1495,75
Built-up  Area,Ready To Move,Indira Nagar,2,1,2,2,1224,105
Super built-up  Area,Ready To Move,Banashankari Stage III,3,1,2,2,1350,68
Built-up  Area,Ready To Move,Green Glen Layout,2,1,2,1,940,56.8
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,2,1,2,1,1100,55
Super built-up  Area,Ready To Move,Kaikondrahalli,2,1,2,2,1300,61
Built-up  Area,Ready To Move,Palace Road,3,1,2,0,1480,145
Super built-up  Area,Ready To Move,Hoodi,2,1,2,2,1105,46.37
Plot  Area,17-Jun,Sarjapur  Road,3,1,3,2,2600,200
Super built-up  Area,21-Mar,Yelahanka,3,1,3,2,1517,76.3
Built-up  Area,Ready To Move,Horamavu Banaswadi,6,1,8,0,3800,200
Super built-up  Area,Ready To Move,Jalahalli,3,1,3,2,1615,89.75
Super built-up  Area,Ready To Move,MCECHS  layout,3,1,3,2,1500,65
Super built-up  Area,Ready To Move,Mysore Road,3,1,3,1,1082,50.5
Super built-up  Area,Ready To Move,Marathahalli,2,1,2,2,1365,73
Super built-up  Area,Ready To Move,Electronic City,2,1,2,3,1000,25
Super built-up  Area,Ready To Move,CV Raman Nagar,2,1,2,1,1392,98
Super built-up  Area,18-Apr,Kodigehalli,2,1,2,1,1086,33.66
Super built-up  Area,Ready To Move,Hennur Road,3,1,3,3,1586,93.94
Built-up  Area,Ready To Move,Hennur,2,1,2,1,1100,60
Super built-up  Area,18-May,Electronic City Phase II,2,1,2,1,1065,30.75
Plot  Area,Ready To Move,TC Palaya,3,1,2,1,1500,120
Built-up  Area,Ready To Move,7th Phase JP Nagar,3,1,2,2,1575,120
Super built-up  Area,Ready To Move,Hennur Road,3,1,3,3,1975,123
Super built-up  Area,Ready To Move,Nelamangala,2,1,2,2,820,24
Super built-up  Area,Ready To Move,Gubbalala,3,1,3,2,1745,110
Super built-up  Area,Ready To Move,Nagarbhavi,2,1,2,1,1223,60
Super built-up  Area,Ready To Move,Ananth Nagar,3,1,2,1,1200,65
Super built-up  Area,Ready To Move,Basaveshwara Nagar,2,1,2,0,1200,90
Super built-up  Area,19-Dec,Binny Pete,1,1,1,1,665,46.08
Super built-up  Area,Ready To Move,Bharathi Nagar,2,1,2,2,1351,70
Super built-up  Area,18-Dec,Hebbal,3,1,3,1,1355,83.87
Built-up  Area,Ready To Move,Sector 7 HSR Layout,3,1,3,2,3900,300
Super built-up  Area,18-Nov,Thanisandra,3,1,3,1,1588,75.55
Carpet  Area,Ready To Move,Amruthahalli,2,1,2,1,900,60
Plot  Area,Ready To Move,Bhuvaneshwari Nagar,3,1,3,0,440,50
Built-up  Area,18-Feb,Harlur,4,1,4,2,3385,260
Super built-up  Area,Ready To Move,Panathur,3,1,2,2,1370,75
Plot  Area,18-Dec,Whitefield,3,1,3,1,1500,71.8
Super built-up  Area,Ready To Move,Pulikeshi Nagar,3,1,3,2,2280,285
Super built-up  Area,21-Dec,Kanakpura Road,3,1,3,2,1100,53
Built-up  Area,Ready To Move,Hoodi,2,1,2,0,1247,53
Super built-up  Area,19-Dec,Domlur Layout,3,1,3,2,2000,200
Super built-up  Area,18-Jul,Balagere,2,1,2,1,1020.07,68.38
Super built-up  Area,19-Dec,Gunjur Palya,3,1,2,2,1033,32
Built-up  Area,Ready To Move,B Narayanapura,3,1,2,3,1460,73
Super built-up  Area,Ready To Move,Garudachar Palya,2,1,2,2,1150,52.8
Super built-up  Area,Ready To Move,Sarjapur  Road,5,1,5,2,5965,385
Super built-up  Area,Ready To Move,Babusapalaya,2,1,2,1,1141,46
Super built-up  Area,Ready To Move,Yelahanka,4,1,6,0,2912.5,125.5
Plot  Area,Ready To Move,Doddaballapur,4,1,4,3,4200,325
Super built-up  Area,18-Jul,Hosa Road,3,1,2,3,1665,125
Super built-up  Area,18-Dec,Kanakapura,2,1,2,2,1295,64
Super built-up  Area,18-Aug,Haralur Road,2,1,2,1,1230,78
Super built-up  Area,Ready To Move,Anand Nagar,3,1,2,2,1080,75
Super built-up  Area,Ready To Move,Kaggalipura,2,1,2,1,1000,60
Super built-up  Area,Ready To Move,Kaval Byrasandra,3,1,2,0,2400,50
Super built-up  Area,19-Dec,Whitefield,1,1,1,0,630.5,32.79
Super built-up  Area,18-May,Rayasandra,3,1,3,2,1708,75
Super built-up  Area,Ready To Move,Thanisandra,3,1,3,2,1697,115
Super built-up  Area,Ready To Move,Whitefield,4,1,5,3,3537,210
Super built-up  Area,19-Mar,Hosa Road,1,1,1,1,615,28.29
Built-up  Area,Ready To Move,Banashankari,3,1,2,0,1350,83
Super built-up  Area,Ready To Move,Kanakpura Road,3,1,3,2,1530,66.4
Super built-up  Area,19-Dec,Jalahalli,2,1,2,1,1083,32.49
Super built-up  Area,Ready To Move,Gottigere,3,1,2,2,1460,65
Super built-up  Area,Ready To Move,Babusapalaya,2,1,2,1,1084,58
Super built-up  Area,18-May,Bommasandra,2,1,2,1,1035,41.43
Super built-up  Area,Ready To Move,Vijaya Bank Layout,3,1,2,1,2400,150
Super built-up  Area,Ready To Move,Hosur Road,1,1,1,1,460,21
Super built-up  Area,Ready To Move,Narayanappa Layout,5,1,5,2,950,90
Super built-up  Area,Ready To Move,Whitefield,2,1,2,2,1285,55.9
Super built-up  Area,Ready To Move,1Hanuman Nagar,19,1,16,2,2000,490
Plot  Area,Ready To Move,Sarjapur,3,1,3,2,1200,78
Built-up  Area,Ready To Move,Raghuvanahalli,2,1,2,1,1070,35
Super built-up  Area,Ready To Move,Hegde Nagar,3,1,3,2,1801,140
Super built-up  Area,18-Dec,Whitefield,3,1,3,2,1697,115
Super built-up  Area,Ready To Move,AECS Layout,2,1,2,2,1199,65
Super built-up  Area,Ready To Move,Iblur Village,3,1,3,1,2300,220
Super built-up  Area,Ready To Move,Mysore Road,3,1,2,3,1340,64.31
Super built-up  Area,Ready To Move,Marathahalli,4,1,4,3,3800,205
Plot  Area,Ready To Move,Jigani,5,1,5,2,600,50
Super built-up  Area,Ready To Move,Wilson Garden,2,1,2,1,1125,75
Plot  Area,Ready To Move,Anandapura,2,1,2,1,1200,67
Built-up  Area,Ready To Move,Subramanyapura,2,1,2,3,1050,41
Built-up  Area,Ready To Move,Nagarbhavi,2,1,2,1,956,49
Super built-up  Area,Ready To Move,Sarjapur,2,1,2,2,1000,30
Built-up  Area,Ready To Move,Dooravani Nagar,3,1,3,0,1596,95
Plot  Area,Ready To Move,Kumbhena Agrahara,6,1,5,1,1200,150
Super built-up  Area,19-Jul,Kanakpura Road,2,1,2,3,1296,89.06
Plot  Area,Ready To Move,NS Palya,6,1,7,2,1200,170
Built-up  Area,Ready To Move,Challaghatta,3,1,3,3,1639,123
Super built-up  Area,Ready To Move,Electronic City Phase II,2,1,2,1,1219,61.25
Built-up  Area,Ready To Move,Uttarahalli,3,1,3,1,1200,50
Super built-up  Area,Ready To Move,Bannerghatta Road,2,1,2,1,1218,73
Super built-up  Area,Ready To Move,Nyanappana Halli,2,1,2,3,920,37
Super built-up  Area,Ready To Move,Yeshwanthpur,3,1,3,2,2559,141
Super built-up  Area,22-Dec,2nd Phase Judicial Layout,1,1,1,1,525,26
Super built-up  Area,18-Feb,Bannerghatta Road,3,1,2,2,1427,48.51
Super built-up  Area,18-Apr,Kothannur,3,1,3,2,1270,45
Built-up  Area,Ready To Move,Ramagondanahalli,2,1,2,3,920,65
Built-up  Area,Ready To Move,Dommasandra,4,1,3,2,2700,68
Super built-up  Area,Ready To Move,Indira Nagar 3rd Stage,3,1,3,2,1740,199
Built-up  Area,Ready To Move,Ramamurthy Nagar,3,1,2,2,1355,40
Super built-up  Area,Ready To Move,Lingadheeranahalli,3,1,2,2,1530,90
Carpet  Area,Ready To Move,Gokula Extension,3,1,2,1,1372,90
Super built-up  Area,Ready To Move,Nehru Nagar,4,1,5,2,2363,120
Super built-up  Area,Ready To Move,Marathahalli,4,1,4,3,3895,220
Super built-up  Area,20-Jun,Jakkur,3,1,3,2,1950,131
Built-up  Area,Ready To Move,Hoysalanagar,2,1,2,3,885,40
Built-up  Area,Ready To Move,Yelahanka,2,1,2,2,600,27
Plot  Area,Ready To Move,Kumaraswami Layout,5,1,4,1,1270,128
Plot  Area,Ready To Move,Vijayanagar,2,1,2,0,1380,225
Super built-up  Area,Ready To Move,Kanakpura Road,2,1,2,2,1339,62
Super built-up  Area,Ready To Move,Whitefield,2,1,2,1,1130,36
Built-up  Area,Ready To Move,Uttarahalli,2,1,2,2,1085,43
Built-up  Area,Ready To Move,Yeshwanthpur,3,1,3,2,1430,72
Carpet  Area,18-Dec,Bhoganhalli,4,1,4,1,1451.5,121
Super built-up  Area,Ready To Move,Ramakrishnappa Layout,5,1,5,2,6200,720
Super built-up  Area,Ready To Move,AGS Layout,3,1,2,1,1490,59.6
Built-up  Area,Ready To Move,Vishwanatha Nagenahalli,4,1,4,0,1650,99
Super built-up  Area,Ready To Move,Bellandur,2,1,2,2,1286,57
Built-up  Area,Ready To Move,KR Garden,2,1,2,2,925,63
Super built-up  Area,Ready To Move,Bellandur,4,1,4,3,3016,230
Built-up  Area,Ready To Move,Haralur Road,2,1,2,2,1000,44
Super built-up  Area,Ready To Move,Whitefield,2,1,2,2,1215,39
Plot  Area,Ready To Move,Kanakadasa Layout,4,1,3,1,1200,95
Super built-up  Area,Ready To Move,Lakshminarayana Pura,2,1,2,2,1336,100
Super built-up  Area,Ready To Move,Yeshwanthpur,1,1,1,1,673,36.85
Plot  Area,Ready To Move,Anandapura,2,1,2,1,1200,58
Plot  Area,Ready To Move,Lingarajapuram,6,1,7,2,600,63
Super built-up  Area,Ready To Move,Malleshwaram,3,1,3,3,1600,160
Plot  Area,Ready To Move,Mallathahalli,2,1,2,0,1200,79
Plot  Area,Ready To Move,Indira Nagar,6,1,4,1,2480,750
Super built-up  Area,18-Apr,Jayamahal Extension,3,1,3,2,2500,270
Plot  Area,Ready To Move,Devanahalli,5,1,5,3,2400,100
Super built-up  Area,Ready To Move,Sector 2 HSR Layout,2,1,2,2,1143,65
Super built-up  Area,Ready To Move,Kanakpura Road,2,1,2,2,1470,61.74
Plot  Area,Ready To Move,Laxminarayana Layout,4,1,3,2,1584,145
Super built-up  Area,Ready To Move,Marathahalli,3,1,3,2,1785,94
Super built-up  Area,Ready To Move,Koramangala,3,1,3,2,2292,286
Super built-up  Area,Ready To Move,Kothanur,3,1,3,3,1460,71
Super built-up  Area,Ready To Move,Kasturi Nagar,3,1,2,3,1500,80
Plot  Area,Ready To Move,Yelahanka,5,1,4,1,1200,140
Built-up  Area,Ready To Move,Sanjay nagar,5,1,3,2,3300,250
Super built-up  Area,Ready To Move,Chikkalasandra,2,1,2,2,1230,48
Super built-up  Area,Ready To Move,Yelahanka New Town,1,1,1,1,650,20
Super built-up  Area,Ready To Move,Benson Town,2,1,2,1,1480,120
Super built-up  Area,Ready To Move,Thanisandra,2,1,2,1,1220,43.92
Super built-up  Area,Ready To Move,Dooravani Nagar,3,1,3,1,1570,115
Built-up  Area,Ready To Move,Sadashiva Nagar,3,1,3,3,3000,400
Super built-up  Area,Ready To Move,Mallasandra,3,1,3,2,1665,86.91
Plot  Area,Ready To Move,Banagiri Nagar,3,1,3,1,1350,380
Plot  Area,Ready To Move,Sarjapur  Road,4,1,5,2,4000,600
Plot  Area,Ready To Move,Ramamurthy Nagar,2,1,2,0,1100,68
Super built-up  Area,Ready To Move,Kathriguppe,3,1,2,1,1350,87.01
Built-up  Area,Ready To Move,Kasavanhalli,3,1,3,2,1719,116
Super built-up  Area,Ready To Move,Budigere,1,1,1,1,664,35
Super built-up  Area,18-Dec,Sonnenahalli,2,1,2,1,1011,50.53
Built-up  Area,Ready To Move,Akshya Nagar,6,1,6,0,2400,130
Super built-up  Area,Ready To Move,Basaveshwara Nagar Yelahanka,3,1,3,2,1680,85
Super built-up  Area,Ready To Move,Yeshwanthpur,2,1,2,0,717,49.475
Plot  Area,Ready To Move,Thyagaraja Nagar,4,1,4,2,700,110
Super built-up  Area,Ready To Move,Whitefield,3,1,2,2,1520,150
Carpet  Area,Ready To Move,Uttarahalli,3,1,2,2,1350,53
Super built-up  Area,15-Nov,Kothanur,3,1,3,2,1760,150
Super built-up  Area,Ready To Move,Pattandur Agrahara,2,1,2,1,875,33
Super built-up  Area,Ready To Move,Hennur,2,1,2,2,1231,48
Super built-up  Area,Ready To Move,Somasundara Palya,2,1,2,3,1174,74
Built-up  Area,Ready To Move,Munnekollal,3,1,3,3,1560,75
Super built-up  Area,Ready To Move,HOSUR MAIN ROAD,2,1,2,2,1464,56
Plot  Area,Ready To Move,Kanakpura Road,3,1,3,2,2200,130
Built-up  Area,Ready To Move,Shivaji Nagar,2,1,2,2,850,55
Built-up  Area,Ready To Move,Sahyadri Layout,3,1,3,1,1750,180
Super built-up  Area,Ready To Move,1st Phase JP Nagar,3,1,3,2,2024,157
Plot  Area,Ready To Move,Mathikere SBM colony,2,1,1,0,1500,160
Plot  Area,Ready To Move,"white field,kadugodi",6,1,6,2,2100,275
Super built-up  Area,Ready To Move,Kodihalli,3,1,4,2,2408,260
Super built-up  Area,Ready To Move,Devanahalli,2,1,2,1,1080,44
Super built-up  Area,Ready To Move,Indira Nagar,3,1,3,2,2070,225
Built-up  Area,18-Dec,Electronic City,2,1,2,1,1020,29.46
Super built-up  Area,Ready To Move,Begur Road,3,1,2,3,1500,55
Plot  Area,Ready To Move,Mahalakshmi Layout,4,1,5,1,1575,158
Plot  Area,Ready To Move,Kodichikkanahalli,4,1,4,1,3250,180
Super built-up  Area,Ready To Move,Uttarahalli,2,1,2,1,1175,47
Super built-up  Area,Ready To Move,Channasandra,2,1,2,1,1030,34.5
Super built-up  Area,18-Jul,Hebbal,2,1,2,1,1440,115
Built-up  Area,Ready To Move,Hoodi,2,1,2,1,1500,84
Plot  Area,Ready To Move,Thanisandra,1,1,1,1,1380,62.1
Built-up  Area,Ready To Move,Bagalur,2,1,2,3,1200,50
Built-up  Area,Ready To Move,Vinayak Nagar,1,1,1,2,705,36.5
Super built-up  Area,Ready To Move,Harlur,3,1,5,2,2240,155
Super built-up  Area,Ready To Move,Hegde Nagar,3,1,3,1,1584.01,103
Super built-up  Area,Ready To Move,P Krishnappa Layout,3,1,3,3,1340,77
Super built-up  Area,Ready To Move,Green Garden Layout,3,1,3,2,1800,70
Super built-up  Area,Ready To Move,R.T. Nagar,2,1,2,3,1200,45
Super built-up  Area,18-Nov,Sarjapur  Road,1,1,1,1,685,40
Super built-up  Area,Ready To Move,Kalkere,2,1,2,3,925,42
Super built-up  Area,Ready To Move,Crimson Layout,2,1,2,2,1230,57
Plot  Area,Ready To Move,Manjunath Nagar,5,1,5,1,1200,185
Super built-up  Area,Ready To Move,Kodichikkanahalli,2,1,2,1,1125,52
Super built-up  Area,Ready To Move,Hebbal,2,1,2,1,1100,54
Plot  Area,18-Aug,Jigani,3,1,3,2,2400,149
Super built-up  Area,18-Jul,Electronic City Phase II,3,1,2,2,1400,41.58
Plot  Area,Ready To Move,Uttarahalli,7,1,7,2,1200,225
Super built-up  Area,Ready To Move,Jakkur,3,1,3,1,1858,98.3
Plot  Area,Ready To Move,Adityanagar,1,1,1,1,1260,41
Built-up  Area,Ready To Move,Ambedkar Nagar,4,1,4,2,3530,290
Super built-up  Area,Ready To Move,HSR Layout,2,1,2,2,1185,60
Plot  Area,Ready To Move,RMV 2nd Stage,2,1,2,1,1200,216
Super built-up  Area,Ready To Move,Hennur,2,1,2,1,1255,58
